,Release Date,Season,Episode,Episode Title,Name,Sentence,House,Sentences_Clean,Num_Words,Tokenized_Sentence,Tokenized_No_Stop,Stemmed_Sentence,Stemmed_Sentence_Non_Token,Sentiment,Sentiment_Compound_Score
3624,4/8/2012,Season 2,Episode 2,The Night Lands,tyrion lannister,And I am not. Threaten me again and I will have you thrown into the sea.,House Lannister, and i am not threaten me again and i will have you thrown into the sea,16,"['and', 'i', 'am', 'not', 'threaten', 'me', 'again', 'and', 'i', 'will', 'have', 'you', 'thrown', 'into', 'the', 'sea']","['threaten', 'thrown', 'sea']","['threaten', 'thrown', 'sea']", threaten thrown sea,"{'neg': 0.565, 'neu': 0.435, 'pos': 0.0, 'compound': -0.3818}",-0.3818
3182,4/1/2012,Season 2,Episode 1,The North Remembers,joffrey lannister,I already said it was well struck.,House Lannister, i already said it was well struck,7,"['i', 'already', 'said', 'it', 'was', 'well', 'struck']","['already', 'said', 'well', 'struck']","['already', 'said', 'well', 'struck']", already said well struck,"{'neg': 0.328, 'neu': 0.328, 'pos': 0.344, 'compound': 0.0258}",0.0258
5397,5/6/2012,Season 2,Episode 6,The Old Gods and the New,tywin lannister,A stonemason who could read? Hmm.,House Lannister, a stonemason who could read hmm,6,"['a', 'stonemason', 'who', 'could', 'read', 'hmm']","['stonemason', 'could', 'read', 'hmm']","['stonemason', 'could', 'read', 'hmm']", stonemason could read hmm,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
3816,4/8/2012,Season 2,Episode 2,The Night Lands,arya stark,And who was your father?,House Stark, and who was your father,5,"['and', 'who', 'was', 'your', 'father']",['father'],['father'], father,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
3212,4/1/2012,Season 2,Episode 1,The North Remembers,tyrion lannister,"Me, too, dear. Death is so boring, especially now with so much excitement in the world. . My Lady, I'm sorry for your loss.",House Lannister, me too dear death is so boring especially now with so much excitement in the world  my lady i am sorry for your loss,24,"['me', 'too', 'dear', 'death', 'is', 'so', 'boring', 'especially', 'now', 'with', 'so', 'much', 'excitement', 'in', 'the', 'world', 'my', 'lady', 'i', 'am', 'sorry', 'for', 'your', 'loss']","['dear', 'death', 'boring', 'especially', 'much', 'excitement', 'world', 'lady', 'sorry', 'loss']","['dear', 'death', 'boring', 'especially', 'much', 'excitement', 'world', 'lady', 'sorry', 'loss']", dear death boring especially much excitement world lady sorry loss,"{'neg': 0.493, 'neu': 0.201, 'pos': 0.306, 'compound': -0.4062}",-0.4062
5685,5/13/2012,Season 2,Episode 7,A Man Without Honor,robb stark,And what then?,House Stark, and what then,3,"['and', 'what', 'then']",[],[],,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0
3445,4/1/2012,Season 2,Episode 1,The North Remembers,cersei lannister,Ned Stark's youngest daughter Arya... we can't seem to locate her.,House Lannister, ned starks youngest daughter arya we cannot seem to locate her,11,"['ned', 'starks', 'youngest', 'daughter', 'arya', 'we', 'cannot', 'seem', 'to', 'locate', 'her']","['ned', 'starks', 'youngest', 'daughter', 'arya', 'cannot', 'seem', 'locate']","['ned', 'starks', 'youngest', 'daughter', 'arya', 'cannot', 'seem', 'locate']", ned starks youngest daughter arya cannot seem locate,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
3246,4/1/2012,Season 2,Episode 1,The North Remembers,cersei lannister,What do you know about warfare?,House Lannister, what do you know about warfare,6,"['what', 'do', 'you', 'know', 'about', 'warfare']","['know', 'warfare']","['know', 'warfare']", know warfare,"{'neg': 0.688, 'neu': 0.312, 'pos': 0.0, 'compound': -0.296}",-0.296
4300,4/15/2012,Season 2,Episode 3,What Is Dead May Never Die,arya stark,Get up.,House Stark, get up,2,"['get', 'up']",['get'],['get'], get,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
6593,5/27/2012,Season 2,Episode 9,Blackwater,cersei lannister,"Have I shocked you, little dove? Tears aren't a woman's only weapon. The best one's between your legs. Learn how to use it. Drink.",House Lannister, have i shocked you little dove tears are not a womans only weapon the best ones between your legs learn how to use it drink,25,"['have', 'i', 'shocked', 'you', 'little', 'dove', 'tears', 'are', 'not', 'a', 'womans', 'only', 'weapon', 'the', 'best', 'ones', 'between', 'your', 'legs', 'learn', 'how', 'to', 'use', 'it', 'drink']","['shocked', 'little', 'dove', 'tears', 'womans', 'weapon', 'best', 'ones', 'legs', 'learn', 'use', 'drink']","['shocked', 'little', 'dove', 'tear', 'woman', 'weapon', 'best', 'one', 'leg', 'learn', 'use', 'drink']", shocked little dove tear woman weapon best one leg learn use drink,"{'neg': 0.254, 'neu': 0.508, 'pos': 0.237, 'compound': 0.1779}",0.1779
5391,5/6/2012,Season 2,Episode 6,The Old Gods and the New,daenerys targaryen,"I am not your little princess. I am Daenerys Stormborn of the blood of Old Valyria, and I will take what is mine. With fire and blood, I will take it.",House Targaryen, i am not your little princess i am daenerys stormborn of the blood of old valyria and i will take what is mine with fire and blood i will take it,31,"['i', 'am', 'not', 'your', 'little', 'princess', 'i', 'am', 'daenerys', 'stormborn', 'of', 'the', 'blood', 'of', 'old', 'valyria', 'and', 'i', 'will', 'take', 'what', 'is', 'mine', 'with', 'fire', 'and', 'blood', 'i', 'will', 'take', 'it']","['little', 'princess', 'daenerys', 'stormborn', 'blood', 'old', 'valyria', 'take', 'mine', 'fire', 'blood', 'take']","['little', 'princess', 'daenerys', 'stormborn', 'blood', 'old', 'valyria', 'take', 'mine', 'fire', 'blood', 'take']", little princess daenerys stormborn blood old valyria take mine fire blood take,"{'neg': 0.179, 'neu': 0.821, 'pos': 0.0, 'compound': -0.34}",-0.34
5013,4/29/2012,Season 2,Episode 5,The Ghost of Harrenhal,bran stark,You're lying.,House Stark, you are lying,3,"['you', 'are', 'lying']",['lying'],['lying'], lying,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5267}",-0.5267
4459,4/22/2012,Season 2,Episode 4,Garden of Bones,daenerys targaryen,What do you know of this place?,House Targaryen, what do you know of this place,7,"['what', 'do', 'you', 'know', 'of', 'this', 'place']","['know', 'place']","['know', 'place']", know place,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
6503,5/27/2012,Season 2,Episode 9,Blackwater,joffrey lannister,A king doesn't discuss battle plans with stupid girls.,House Lannister, a king does not discuss battle plans with stupid girls,10,"['a', 'king', 'does', 'not', 'discuss', 'battle', 'plans', 'with', 'stupid', 'girls']","['king', 'discuss', 'battle', 'plans', 'stupid', 'girls']","['king', 'discus', 'battle', 'plan', 'stupid', 'girl']", king discus battle plan stupid girl,"{'neg': 0.6, 'neu': 0.4, 'pos': 0.0, 'compound': -0.7184}",-0.7184
4172,4/15/2012,Season 2,Episode 3,What Is Dead May Never Die,tyrion lannister,Who better?,House Lannister, who better,2,"['who', 'better']",['better'],['better'], better,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404
6543,5/27/2012,Season 2,Episode 9,Blackwater,joffrey lannister,There they are.,House Lannister, there they are,3,"['there', 'they', 'are']",[],[],,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0
4613,4/22/2012,Season 2,Episode 4,Garden of Bones,tyrion lannister,"Cersei must have great trust in you, allowing you into her chamber during the hour of the wolf.",House Lannister, cersei must have great trust in you allowing you into her chamber during the hour of the wolf,18,"['cersei', 'must', 'have', 'great', 'trust', 'in', 'you', 'allowing', 'you', 'into', 'her', 'chamber', 'during', 'the', 'hour', 'of', 'the', 'wolf']","['cersei', 'must', 'great', 'trust', 'allowing', 'chamber', 'hour', 'wolf']","['cersei', 'must', 'great', 'trust', 'allowing', 'chamber', 'hour', 'wolf']", cersei must great trust allowing chamber hour wolf,"{'neg': 0.0, 'neu': 0.448, 'pos': 0.552, 'compound': 0.8126}",0.8126
5681,5/13/2012,Season 2,Episode 7,A Man Without Honor,jon snow,I know how to do it.,House Stark, i know how to do it,6,"['i', 'know', 'how', 'to', 'do', 'it']",['know'],['know'], know,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
6905,6/3/2012,Season 2,Episode 10,Valar Morghulis,luwin,Run. Five hundred Northmen wait outside the walls. You have twenty men. You can't win. Wait for nightfall and run.,House Stark, run five hundred northmen wait outside the walls you have twenty men you cannot win wait for nightfall and run,20,"['run', 'five', 'hundred', 'northmen', 'wait', 'outside', 'the', 'walls', 'you', 'have', 'twenty', 'men', 'you', 'cannot', 'win', 'wait', 'for', 'nightfall', 'and', 'run']","['run', 'five', 'hundred', 'northmen', 'wait', 'outside', 'walls', 'twenty', 'men', 'cannot', 'win', 'wait', 'nightfall', 'run']","['run', 'five', 'hundred', 'northman', 'wait', 'outside', 'wall', 'twenty', 'men', 'cannot', 'win', 'wait', 'nightfall', 'run']", run five hundred northman wait outside wall twenty men cannot win wait nightfall run,"{'neg': 0.191, 'neu': 0.809, 'pos': 0.0, 'compound': -0.4717}",-0.4717
4889,4/29/2012,Season 2,Episode 5,The Ghost of Harrenhal,jon snow,I heard the Halfhand spent half of last winter beyond the Wall.,House Stark, i heard the halfhand spent half of last winter beyond the wall,12,"['i', 'heard', 'the', 'halfhand', 'spent', 'half', 'of', 'last', 'winter', 'beyond', 'the', 'wall']","['heard', 'halfhand', 'spent', 'half', 'last', 'winter', 'beyond', 'wall']","['heard', 'halfhand', 'spent', 'half', 'last', 'winter', 'beyond', 'wall']", heard halfhand spent half last winter beyond wall,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
4850,4/29/2012,Season 2,Episode 5,The Ghost of Harrenhal,tywin lannister,"Well, then you'd better start riding. Go, before I change my mind and send her your head.",House Lannister, well then you would better start riding go before i change my mind and send her your head,18,"['well', 'then', 'you', 'would', 'better', 'start', 'riding', 'go', 'before', 'i', 'change', 'my', 'mind', 'and', 'send', 'her', 'your', 'head']","['well', 'would', 'better', 'start', 'riding', 'go', 'change', 'mind', 'send', 'head']","['well', 'would', 'better', 'start', 'riding', 'go', 'change', 'mind', 'send', 'head']", well would better start riding go change mind send head,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.6124}",0.6124
4964,4/29/2012,Season 2,Episode 5,The Ghost of Harrenhal,daenerys targaryen,What is the House of the Undying?,House Targaryen, what is the house of the undying,7,"['what', 'is', 'the', 'house', 'of', 'the', 'undying']","['house', 'undying']","['house', 'undying']", house undying,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
3830,4/8/2012,Season 2,Episode 2,The Night Lands,arya stark,"No. I mean yes. My mother was a lady, and my sister -",House Stark, no i mean yes my mother was a lady and my sister ,12,"['no', 'i', 'mean', 'yes', 'my', 'mother', 'was', 'a', 'lady', 'and', 'my', 'sister']","['mean', 'yes', 'mother', 'lady', 'sister']","['mean', 'yes', 'mother', 'lady', 'sister']", mean yes mother lady sister,"{'neg': 0.0, 'neu': 0.597, 'pos': 0.403, 'compound': 0.4019}",0.4019
4375,4/22/2012,Season 2,Episode 4,Garden of Bones,robb stark,First we have to win the war.,House Stark, first we have to win the war,7,"['first', 'we', 'have', 'to', 'win', 'the', 'war']","['first', 'win', 'war']","['first', 'win', 'war']", first win war,"{'neg': 0.448, 'neu': 0.115, 'pos': 0.437, 'compound': -0.0258}",-0.0258
5296,5/6/2012,Season 2,Episode 6,The Old Gods and the New,joffrey lannister,"Not really relevant then, is it? Come, dog.",House Lannister, not really relevant then is it come dog,8,"['not', 'really', 'relevant', 'then', 'is', 'it', 'come', 'dog']","['really', 'relevant', 'come', 'dog']","['really', 'relevant', 'come', 'dog']", really relevant come dog,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
6756,6/3/2012,Season 2,Episode 10,Valar Morghulis,joffrey lannister,Ser Loras Tyrell.,House Lannister, ser loras tyrell,3,"['ser', 'loras', 'tyrell']","['ser', 'loras', 'tyrell']","['ser', 'loras', 'tyrell']", ser loras tyrell,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
3305,4/1/2012,Season 2,Episode 1,The North Remembers,jon snow,Having a rough time of it?,House Stark, having a rough time of it,6,"['having', 'a', 'rough', 'time', 'of', 'it']","['rough', 'time']","['rough', 'time']", rough time,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
5196,5/6/2012,Season 2,Episode 6,The Old Gods and the New,jon snow,We could do the same.,House Stark, we could do the same,5,"['we', 'could', 'do', 'the', 'same']",['could'],['could'], could,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
4007,4/15/2012,Season 2,Episode 3,What Is Dead May Never Die,hodor,Hodor.,House Stark, hodor,1,['hodor'],['hodor'],['hodor'], hodor,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
5355,5/6/2012,Season 2,Episode 6,The Old Gods and the New,daenerys targaryen,He shouldn't make me wait.,House Targaryen, he should not make me wait,6,"['he', 'should', 'not', 'make', 'me', 'wait']","['make', 'wait']","['make', 'wait']", make wait,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
6733,5/27/2012,Season 2,Episode 9,Blackwater,cersei lannister,"And the cub said, ""Will I be strong and fierce like my father?""",House Lannister, and the cub said will i be strong and fierce like my father,13,"['and', 'the', 'cub', 'said', 'will', 'i', 'be', 'strong', 'and', 'fierce', 'like', 'my', 'father']","['cub', 'said', 'strong', 'fierce', 'like', 'father']","['cub', 'said', 'strong', 'fierce', 'like', 'father']", cub said strong fierce like father,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.7003}",0.7003
6288,5/20/2012,Season 2,Episode 8,The Prince of Winterfell,arya stark,Shut up. What did you bring?,House Stark, shut up what did you bring,6,"['shut', 'up', 'what', 'did', 'you', 'bring']","['shut', 'bring']","['shut', 'bring']", shut bring,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
4166,4/15/2012,Season 2,Episode 3,What Is Dead May Never Die,tyrion lannister,"But remember, you must tell no one.",House Lannister, but remember you must tell no one,7,"['but', 'remember', 'you', 'must', 'tell', 'no', 'one']","['remember', 'must', 'tell', 'one']","['remember', 'must', 'tell', 'one']", remember must tell one,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
4869,4/29/2012,Season 2,Episode 5,The Ghost of Harrenhal,arya stark,I was always a girl.,House Stark, i was always a girl,5,"['i', 'was', 'always', 'a', 'girl']","['always', 'girl']","['always', 'girl']", always girl,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
6208,5/20/2012,Season 2,Episode 8,The Prince of Winterfell,cersei lannister,He's only a boy.,House Lannister, he is only a boy,5,"['he', 'is', 'only', 'a', 'boy']",['boy'],['boy'], boy,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
5091,4/29/2012,Season 2,Episode 5,The Ghost of Harrenhal,daenerys targaryen,"So what would you have me do, as my advisor?",House Targaryen, so what would you have me do as my advisor,10,"['so', 'what', 'would', 'you', 'have', 'me', 'do', 'as', 'my', 'advisor']","['would', 'advisor']","['would', 'advisor']", would advisor,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
5839,5/13/2012,Season 2,Episode 7,A Man Without Honor,jaime lannister,"But there is a way, I think. It wasn't possible until now.",House Lannister, but there is a way i think it was not possible until now,13,"['but', 'there', 'is', 'a', 'way', 'i', 'think', 'it', 'was', 'not', 'possible', 'until', 'now']","['way', 'think', 'possible']","['way', 'think', 'possible']", way think possible,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
5581,5/13/2012,Season 2,Episode 7,A Man Without Honor,jon snow,Neither. Both.,House Stark, neither both,2,"['neither', 'both']",['neither'],['neither'], neither,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
5049,4/29/2012,Season 2,Episode 5,The Ghost of Harrenhal,jeor mormont,"Well, I hope you make a better ranger than you do a steward. Go on.",House Mormont, well i hope you make a better ranger than you do a steward go on,15,"['well', 'i', 'hope', 'you', 'make', 'a', 'better', 'ranger', 'than', 'you', 'do', 'a', 'steward', 'go', 'on']","['well', 'hope', 'make', 'better', 'ranger', 'steward', 'go']","['well', 'hope', 'make', 'better', 'ranger', 'steward', 'go']", well hope make better ranger steward go,"{'neg': 0.0, 'neu': 0.336, 'pos': 0.664, 'compound': 0.7845}",0.7845
5705,5/13/2012,Season 2,Episode 7,A Man Without Honor,talisa,"I need fennel root for those with fever, willow bark. Mostly I need milk of the poppy. You saw what it was like to amputate a foot without any. I assume there will be more loss of limb before this war is over.",House Stark, i need fennel root for those with fever willow bark mostly i need milk of the poppy you saw what it was like to amputate a foot without any i assume there will be more loss of limb before this war is over,43,"['i', 'need', 'fennel', 'root', 'for', 'those', 'with', 'fever', 'willow', 'bark', 'mostly', 'i', 'need', 'milk', 'of', 'the', 'poppy', 'you', 'saw', 'what', 'it', 'was', 'like', 'to', 'amputate', 'a', 'foot', 'without', 'any', 'i', 'assume', 'there', 'will', 'be', 'more', 'loss', 'of', 'limb', 'before', 'this', 'war', 'is', 'over']","['need', 'fennel', 'root', 'fever', 'willow', 'bark', 'mostly', 'need', 'milk', 'poppy', 'saw', 'like', 'amputate', 'foot', 'without', 'assume', 'loss', 'limb', 'war']","['need', 'fennel', 'root', 'fever', 'willow', 'bark', 'mostly', 'need', 'milk', 'poppy', 'saw', 'like', 'amputate', 'foot', 'without', 'assume', 'loss', 'limb', 'war']", need fennel root fever willow bark mostly need milk poppy saw like amputate foot without assume loss limb war,"{'neg': 0.16, 'neu': 0.657, 'pos': 0.183, 'compound': -0.1124}",-0.1124
